client_id,nom_complet,profil,anciennete_compte_jours,client_a_risque
CLI-00576,Adama Barry,urbain,978,False
CLI-00577,Aminata Maiga,urbain,1554,False
CLI-00578,Adama Keita,urbain,1798,False
CLI-00579,Fatoumata Keita,rural,822,False
CLI-00580,Fatoumata Barry,rural,116,False
CLI-00581,Hawa Coulibaly,rural,427,False
CLI-00582,Fatoumata Diarra,rural,204,False
CLI-00583,Amadou Bah,urbain,1389,False
CLI-00584,Kadiatou Diarra,urbain,1797,False
CLI-00585,Adama Toure,rural,1017,False
CLI-00586,Souleymane Sanogo,urbain,335,False
CLI-00587,Fatoumata Coulibaly,rural,53,False
CLI-00588,Hawa Bah,urbain,1781,False
CLI-00589,Hawa Bah,rural,587,False
CLI-00590,Modibo Coulibaly,urbain,217,False
CLI-00591,Adama Keita,urbain,335,False
CLI-00592,Ousmane Barry,rural,477,False
CLI-00593,Bintou Maiga,rural,1202,False
CLI-00594,Aissata Sangare,urbain,1629,False
CLI-00595,Modibo Sanogo,rural,512,False
CLI-00596,Boubacar Fofana,rural,1258,False
CLI-00597,Modibo Fofana,urbain,132,False
CLI-00598,Awa Traore,rural,33,False
CLI-00599,Awa Coulibaly,rural,114,False
CLI-00600,Awa Ouattara,rural,1685,False
CLI-00601,Modibo Toure,rural,1067,False
CLI-00602,Djeneba Coulibaly,urbain,1472,False
CLI-00603,Ibrahim Coulibaly,rural,54,False
CLI-00604,Modibo Sangare,rural,55,False
CLI-00605,Aminata Kone,rural,1551,False
CLI-00606,Aissata Diarra,urbain,200,False
CLI-00607,Aminata Ouattara,rural,296,False
CLI-00608,Bintou Traore,urbain,954,False
CLI-00609,Hawa Coulibaly,urbain,1112,False
CLI-00610,Hawa Diallo,urbain,429,False
CLI-00611,Seydou Sanogo,urbain,819,False
CLI-00612,Modibo Toure,urbain,1236,False
CLI-00613,Moussa Diakite,urbain,816,False
CLI-00614,Souleymane Sanogo,rural,707,False
CLI-00615,Awa Diakite,urbain,144,False
CLI-00616,Ousmane Fofana,rural,832,False
CLI-00617,Ousmane Sidibe,rural,1467,False
CLI-00618,Fatoumata Ouattara,urbain,1149,False
CLI-00619,Ibrahim Konate,urbain,1631,False
CLI-00620,Kadiatou Barry,urbain,243,False
CLI-00621,Seydou Barry,rural,34,False
CLI-00622,Ibrahim Sanogo,rural,1007,False
CLI-00623,Kadiatou Cisse,rural,338,False
CLI-00624,Boubacar Toure,rural,1090,False
CLI-00625,Ousmane Diakite,rural,1651,False
CLI-00626,Moussa Cisse,rural,625,False
CLI-00627,Moussa Bah,rural,1009,False
CLI-00628,Aminata Toure,urbain,1248,False
CLI-00629,Moussa Diakite,rural,286,False
CLI-00630,Djeneba Konate,urbain,1639,False
CLI-00631,Aissata Sangare,urbain,382,False
CLI-00632,Kadiatou Sangare,rural,1477,False
CLI-00633,Moussa Sanogo,rural,1209,False
CLI-00634,Mariam Coulibaly,rural,270,False
CLI-00635,Souleymane Diallo,urbain,1326,False
CLI-00636,Ousmane Sidibe,rural,370,False
CLI-00637,Aissata Fofana,rural,1099,False
CLI-00638,Modibo Coulibaly,urbain,1752,False
CLI-00639,Bintou Barry,urbain,1740,False
CLI-00640,Souleymane Diakite,rural,1591,False
CLI-00641,Adama Keita,rural,909,False
CLI-00642,Hawa Bah,rural,1027,False
CLI-00643,Seydou Sidibe,rural,558,False
CLI-00644,Djeneba Kone,rural,1681,False
CLI-00645,Aissata Traore,rural,878,False
CLI-00646,Seydou Bah,urbain,1411,False
CLI-00647,Aminata Barry,rural,665,False
CLI-00648,Bintou Maiga,urbain,1355,False
CLI-00649,Hawa Diallo,rural,421,False
CLI-00650,Seydou Coulibaly,urbain,1343,False
CLI-00651,Awa Traore,urbain,98,False
CLI-00652,Mariam Traore,urbain,204,False
CLI-00653,Modibo Toure,urbain,652,False
CLI-00654,Aminata Sanogo,rural,887,False
CLI-00655,Aminata Diallo,rural,1302,False
CLI-00656,Djeneba Barry,rural,664,False
CLI-00657,Awa Konate,rural,48,False
CLI-00658,Fatoumata Toure,urbain,603,False
CLI-00659,Aissata Keita,rural,809,False
CLI-00660,Mariam Diakite,urbain,999,False
CLI-00661,Djeneba Coulibaly,rural,1180,False
CLI-00662,Amadou Traore,rural,463,False
CLI-00663,Mariam Traore,rural,1119,False
CLI-00664,Boubacar Ouattara,urbain,1158,False
CLI-00665,Souleymane Kone,urbain,1420,False
CLI-00666,Aminata Fofana,rural,959,False
CLI-00667,Hawa Diarra,rural,1482,False
CLI-00668,Adama Maiga,urbain,416,True
CLI-00669,Ibrahim Diallo,rural,1303,False
CLI-00670,Bintou Bah,urbain,97,False
CLI-00671,Awa Cisse,rural,201,False
CLI-00672,Awa Konate,rural,1580,False
CLI-00673,Fatoumata Sangare,rural,874,False
CLI-00674,Awa Barry,rural,1138,False
CLI-00675,Djeneba Coulibaly,rural,1107,False
CLI-00676,Boubacar Konate,rural,1272,False
CLI-00677,Fatoumata Sidibe,urbain,459,False
CLI-00678,Aminata Toure,rural,337,False
CLI-00679,Adama Sidibe,rural,92,False
CLI-00680,Djeneba Kone,rural,1580,False
CLI-00681,Ibrahim Traore,rural,419,False
CLI-00682,Bintou Coulibaly,rural,1056,False
CLI-00683,Bintou Kone,rural,838,False
CLI-00684,Mariam Sidibe,urbain,308,False
CLI-00685,Modibo Ouattara,rural,764,False
CLI-00686,Kadiatou Kone,urbain,165,False
CLI-00687,Boubacar Traore,rural,334,False
CLI-00688,Seydou Diallo,urbain,267,False
CLI-00689,Modibo Keita,rural,1507,False
CLI-00690,Bintou Toure,rural,1042,False
CLI-00691,Modibo Konate,urbain,1690,False
CLI-00692,Adama Traore,urbain,804,False
CLI-00693,Bintou Coulibaly,urbain,379,False
CLI-00694,Fatoumata Sidibe,rural,1116,False
CLI-00695,Ousmane Sidibe,urbain,1697,False
CLI-00696,Souleymane Keita,urbain,978,False
CLI-00697,Boubacar Diakite,urbain,47,False
CLI-00698,Amadou Konate,rural,564,False
CLI-00699,Fatoumata Ouattara,urbain,1689,False
CLI-00700,Aminata Keita,urbain,953,True
CLI-00701,Awa Toure,urbain,1737,False
CLI-00702,Mariam Toure,rural,936,False
CLI-00703,Mariam Coulibaly,rural,36,False
CLI-00704,Ibrahim Sanogo,urbain,1595,False
CLI-00705,Boubacar Toure,rural,1396,False
CLI-00706,Amadou Bah,urbain,1309,False
CLI-00707,Boubacar Konate,rural,1771,False
CLI-00708,Seydou Ouattara,rural,370,False
CLI-00709,Seydou Cisse,urbain,1654,False
CLI-00710,Souleymane Diarra,rural,436,False
CLI-00711,Aminata Toure,rural,1771,False
CLI-00712,Djeneba Maiga,urbain,361,False
CLI-00713,Djeneba Coulibaly,urbain,1011,False
CLI-00714,Adama Toure,urbain,1443,False
CLI-00715,Modibo Bah,rural,156,False
CLI-00716,Aminata Konate,rural,135,False
CLI-00717,Seydou Traore,urbain,1553,False
CLI-00718,Ousmane Konate,rural,124,False
CLI-00719,Boubacar Konate,rural,1126,False
CLI-00720,Ibrahim Ouattara,rural,1713,False
CLI-00721,Adama Cisse,rural,1127,False
CLI-00722,Hawa Sangare,urbain,885,False
CLI-00723,Ibrahim Kone,urbain,770,False
CLI-00724,Modibo Sanogo,urbain,1170,False
CLI-00725,Ibrahim Traore,rural,1050,False
CLI-00726,Souleymane Coulibaly,rural,923,False
CLI-00727,Fatoumata Kone,rural,292,False
CLI-00728,Seydou Traore,rural,1214,False
CLI-00729,Awa Bah,rural,1353,False
CLI-00730,Djeneba Diallo,rural,1298,False
CLI-00731,Kadiatou Traore,rural,150,False
CLI-00732,Adama Bah,rural,1287,False
CLI-00733,Djeneba Sangare,urbain,1335,False
CLI-00734,Mariam Diakite,rural,346,False
CLI-00735,Souleymane Traore,rural,1551,False
CLI-00736,Djeneba Kone,urbain,963,False
CLI-00737,Moussa Diallo,urbain,870,False
CLI-00738,Djeneba Cisse,urbain,1323,False
CLI-00739,Adama Fofana,rural,937,False
CLI-00740,Modibo Konate,urbain,1000,False
CLI-00741,Djeneba Toure,rural,580,False
CLI-00742,Awa Diallo,rural,1694,False
CLI-00743,Ousmane Sanogo,rural,1769,False
CLI-00744,Modibo Toure,rural,251,False
CLI-00745,Moussa Sanogo,rural,1341,False
CLI-00746,Aminata Cisse,rural,57,False
CLI-00747,Aissata Ouattara,urbain,682,False
CLI-00748,Aissata Konate,rural,1770,False
CLI-00749,Ibrahim Traore,rural,331,False
CLI-00750,Bintou Coulibaly,rural,697,False
CLI-00751,Ibrahim Ouattara,rural,412,False
CLI-00752,Fatoumata Keita,rural,1333,False
CLI-00753,Adama Fofana,rural,854,False
CLI-00754,Aminata Konate,rural,1088,False
CLI-00755,Kadiatou Kone,urbain,1721,False
CLI-00756,Djeneba Bah,urbain,958,False
CLI-00757,Moussa Maiga,rural,1343,False
CLI-00758,Ibrahim Barry,urbain,192,False
CLI-00759,Djeneba Ouattara,urbain,404,False
CLI-00760,Mariam Coulibaly,urbain,1728,False
CLI-00761,Aminata Toure,urbain,1570,False
CLI-00762,Bintou Toure,urbain,1203,False
CLI-00763,Adama Bah,urbain,699,False
CLI-00764,Moussa Sanogo,urbain,376,False
CLI-00765,Modibo Konate,rural,1556,False
CLI-00766,Awa Barry,rural,1436,False
CLI-00767,Seydou Sanogo,rural,452,False
CLI-00768,Ibrahim Bah,rural,1082,False
CLI-00769,Moussa Barry,rural,1134,False
CLI-00770,Awa Diallo,rural,879,False
CLI-00771,Bintou Diarra,rural,1692,False
CLI-00772,Amadou Maiga,rural,239,False
CLI-00773,Souleymane Diakite,urbain,481,False
CLI-00774,Hawa Kone,rural,187,False
CLI-00775,Bintou Coulibaly,rural,1269,False
CLI-00776,Kadiatou Keita,urbain,1180,False
CLI-00777,Ibrahim Diakite,urbain,1802,False
CLI-00778,Ousmane Kone,urbain,996,False
CLI-00779,Hawa Sanogo,urbain,287,False
CLI-00780,Hawa Coulibaly,urbain,831,False
CLI-00781,Awa Sangare,rural,175,False
CLI-00782,Ibrahim Keita,rural,1229,False
CLI-00783,Ibrahim Sidibe,rural,1235,False
CLI-00784,Seydou Fofana,urbain,1567,False
CLI-00785,Boubacar Coulibaly,urbain,629,False
CLI-00786,Amadou Diakite,rural,576,False
CLI-00787,Souleymane Diallo,rural,143,False
CLI-00788,Aminata Ouattara,rural,766,False
CLI-00789,Amadou Traore,rural,875,False
CLI-00790,Fatoumata Maiga,rural,1380,False
CLI-00791,Seydou Diarra,rural,1379,False
CLI-00792,Djeneba Diarra,urbain,268,False
CLI-00793,Modibo Traore,rural,531,False
CLI-00794,Kadiatou Cisse,urbain,940,False
CLI-00795,Aissata Kone,urbain,621,False
CLI-00796,Bintou Fofana,rural,61,False
CLI-00797,Seydou Maiga,rural,1545,False
CLI-00798,Aissata Ouattara,urbain,1338,False
CLI-00799,Kadiatou Cisse,rural,956,False
